"","WHISKY","PRESENTER","DATE","AGE","PRICE","SIZE","ABV","X..1.5.oz","ORIGIN","AMOUNT","STATUS","Individual","value","WHISKYNAME"
"1453","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Steve",78,"Balvenie Caribbean Cask 14"
"1454","Benromach","Dan","24/03/2014","10",75,750,43,5,"Speyside",0,"EMPTY","Steve",83,"Benromach 10"
"1455","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Steve",90,"Bowmore Darkest 15"
"1456","Caol Isla","Ash","25/07/2013","12",80,1000,43,4,"Islay",0.2,"OWNED","Steve",81,"Caol Isla 12"
"1457","Caol Isla (Blind)","CLUB (BT)","28/01/2016","12",80,1000,43,4,"Islay",0.2,"OWNED","Steve",80,"Caol Isla (Blind) 12"
"1458","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Steve",77,"Dalwhinnie 15"
"1459","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Steve",77,"Glenfiddich Bourbon Barrel Reserve 14"
"1460","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Steve",78,"Glengoyne 15"
"1461","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Steve",84,"Glenkinchie 12"
"1462","Glenlivet XXV","CLUB (WS2)","18/12/2014","25",350,700,43,23,"Speyside",0,"EMPTY","Steve",95,"Glenlivet XXV 25"
"1463","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Steve",84,"Glenmorangie Rare 18"
"1464","Highland Park","Steve","30/05/2013","12",68,750,43,5,"Island",0.2,"OWNED","Steve",83,"Highland Park 12"
"1465","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Steve",84,"Jura 16"
"1466","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Steve",81,"Jura Superstition 13"
"1467","Lagavaulin","Andrew","27/06/2013","16",115,750,43,7,"Islay",0,"EMPTY","Steve",82,"Lagavaulin 16"
"1468","Macallan","Mike","29/08/2013","12",93,750,43,6,"Speyside",0.5,"OWNED","Steve",73,"Macallan 12"
"1469","Macallan Fine Oak","Jeremy","26/03/2015","15",140,700,43,9,"Speyside",NA,"OWNED","Steve",77,"Macallan Fine Oak 15"
"1470","Nikka Taketsuru Pure Malt","Ash","31/03/2016","NAS",82,750,43,5,"Japan",0.2,"OWNED","Steve",73,"Nikka Taketsuru Pure Malt NAS"
"1471","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Steve",73,"Oban 14"
"1472","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Steve",81,"Oban Little Bay NAS"
"1473","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Steve",80,"Strathisla 12"
"1474","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Steve",75,"Tullibardine 500 NAS"
"1475","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Steve",90,"Yamazaki 12"
"1476","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Steve",90,"Yamazaki 18"
"1477","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","Steve",73,"Mortlach Rare & Old NAS"
"1478","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Steve",80,"Jura 21"
"1479","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Steve",68,"Smokehead Rock Edition NAS"
"1480","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Steve",81,"Talisker Port Ruighe NAS"
"1481","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Steve",80,"Ardbeg 10"
"1482","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Steve",83,"Ardmore NAS"
"1483","Arran Malt Machrie Moor","Steve","26/02/2015","NAS",89,700,46,6,"Island",0.4,"OWNED","Steve",69,"Arran Malt Machrie Moor NAS"
"1484","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Steve",71,"Aultmore 12"
"1485","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Steve",80,"Benriach Peated (Importanticus Fumosus) 12"
"1486","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Steve",77,"Bruichladdich 10"
"1487","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Steve",78,"Clynelish 14"
"1488","Craigellaichie","Luke","28/07/2016","13",80,700,46,6,"Speyside",0.8,"OWNED","Steve",75,"Craigellaichie 13"
"1489","Craigellaichie","Murilo","29/09/2016","19",150,1000,46,7,"Speyside",NA,"OWNED","Steve",81,"Craigellaichie 19"
"1490","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Steve",77,"Glendronach 14"
"1491","Glenfarclas","Phil","26/03/2015","15",115,700,46,8,"Highland",NA,"OWNED","Steve",79,"Glenfarclas 15"
"1492","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Steve",77,"Glenmorangie Lasanta 12"
"1493","Glenmorangie Nectar D'Or","Ash","29/01/2015","12",100,750,46,6,"Highland",0.7,"OWNED","Steve",78,"Glenmorangie Nectar D'Or 12"
"1494","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Steve",90,"Glenmorangie Signet NAS"
"1495","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","Steve",88,"Glenmorangie Signet NAS"
"1496","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Steve",80,"Hazelburn 12"
"1497","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Steve",77,"Jura Prophecy NAS"
"1498","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Steve",74,"Old Pulteney Noss Head NAS"
"1499","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Steve",79,"Springbank 10"
"1500","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Steve",81,"Talisker 10"
"1501","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Steve",75,"Talisker Dark Storm NAS"
"1502","Tomatin Cubocan","Murilo","26/05/2016","NAS",96,750,46,6,"Highland",0.2,"OWNED","Steve",78,"Tomatin Cubocan NAS"
"1503","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Steve",80,"Bunnahabhain 12"
"1504","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Steve",89,"Bunnahabhain Eirigh Na Greine NAS"
"1505","Deanston Virgin Oak","Steve","27/08/2015","NAS",50,750,46,3,"Highland",0.7,"OWNED","Steve",75,"Deanston Virgin Oak NAS"
"1506","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Steve",83,"Highland Park Dark Origins NAS"
"1507","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Steve",86,"Highland Park 21"
"1508","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Steve",93,"Glenfiddich Snow Phoenix NAS"
"1509","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Steve",81,"Glenlivet Guardians Chapter NAS"
"1510","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Steve",80,"Laphoraig Quarter Cask 5.7"
"1511","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Steve",87,"Laphroaig 18"
"1512","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Steve",81,"Arran Malt Amarones Cask 12"
"1513","Arran Malt Port Cask","Joss","28/07/2016","NAS",90,700,50,6,"Island",0.5,"OWNED","Steve",77,"Arran Malt Port Cask NAS"
"1514","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Steve",84,"Bunnahabhain  Cruach-Mhona NAS"
"1515","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Steve",89,"Balvenie 1509 Tun NAS"
"1516","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Steve",87,"Linlithgow Signatory Vintage (1975) 25"
"1517","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Steve",86,"Ardbeg Alligator NAS"
"1518","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Steve",80,"Glenfiddich Distillers Ed. 15"
"1519","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Steve",80,"Laphroaig Cairdeas 200th Anniversary NAS"
"1520","Ardbeg Uigeadail","CLUB (MTL)","18/12/2014","NAS",155,700,54,10,"Islay",NA,"OWNED","Steve",84,"Ardbeg Uigeadail NAS"
"1521","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Steve",76,"Bowmore Laimrig 15"
"1522","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Steve",80,"Arbeg Dark Cove (Committee Release) NAS"
"1523","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Steve",79,"Bowmore Tempest IV 10"
"1524","Jura Boutique Barrels (1995)","Andrew","26/02/2015","NAS",150,700,56,10,"Island",NA,"OWNED","Steve",79,"Jura Boutique Barrels (1995) NAS"
"1525","Bruichladdich Octomore 6.1","CLUB (WS2)","18/12/2014","5",180,700,57,12,"Islay",NA,"OWNED","Steve",91,"Bruichladdich Octomore 6.1 5"
"1526","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Steve",80,"Ardbeg Correyvreckan NAS"
"1527","Glenlivet Nadurra Triumph","Joss","25/10/2012","16",85,750,58,6,"Speyside",0,"RETIRED","Steve",83,"Glenlivet Nadurra Triumph 16"
"1528","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Steve",85,"Aberlour A'bunadh NAS"
"1529","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Steve",76,"Glenfarclas 105 Cask Strength NAS"
"1530","Laphroaig PX","Murilo","23/3/2017","NAS",100,1000,48,5,"Islay",0.8,"OWNED","Steve",75,"Laphroaig PX NAS"
"1531","Knappogue Castle","Ash","23/3/2017","12",75,750,40,5,"Ireland",0.6,"OWNED","Steve",80,"Knappogue Castle 12"
"1532","Royal Brackla","Steve","23/2/2017","12",100,750,40,6,"Highland",0.6,"OWNED","Steve",75,"Royal Brackla 12"
"1533","Glenfiddich Rich Oak","Joss","23/2/2017","14",68,750,40,5,"Speyside",0.7,"OWNED","Steve",74,"Glenfiddich Rich Oak 14"
"1534","Macallan Double Cask","Mike","27/4/2017","12",100,750,40,6,"Speyside",NA,"OWNED","Steve",81,"Macallan Double Cask 12"
"1535","Ancnoc Vintage 2001","?","25/5/2017","15",120,700,46,8,"Speyside",0.5,"OWNED","Steve",70,"Ancnoc Vintage 2001 15"
"1536","Kilchoman Machir Bay","?","25/5/2017","NAS",100,700,46,7,"Islay",0.5,"OWNED","Steve",78,"Kilchoman Machir Bay NAS"
"1537","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Steve",81,"Benriach 1998 Single Cask 15"
"1538","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Steve",88,"Macallan Rare Cask NAS"
"1539","Longrow","?","27/7/17","NAS",90,700,46,6,"Campbeltown",NA,"OWNED","Steve",89,"Longrow NAS"
"1540","Laphroaig Cairdeas Madeira Cask","?","27/7/17","10",80,750,51,5,"Islay",NA,"OWNED","Steve",84,"Laphroaig Cairdeas Madeira Cask 10"
"1541","Laphroaig Select","Richard","31/8/2017","NAS",78,750,40,5,"Islay",NA,"OWNED","Steve",77,"Laphroaig Select NAS"
"1542","Scapa Skiren","Scott","28/9/2017","NAS",80,750,40,5,"Island",NA,"OWNED","Steve",79,"Scapa Skiren NAS"
"1543","Oban Distillers Edition","Jeremy","28/9/2017","15",120,750,43,8,"Highland",NA,"OWNED","Steve",84,"Oban Distillers Edition 15"
"1544","Signatory Vintage Rosebank","Joss","26/10/2017","10",220,750,43,14,"Lowland",NA,"RETIRED","Steve",75,"Signatory Vintage Rosebank 10"
"1545","Highland Park Valkyrie","Joss","26/10/2017","NAS",100,750,45,6,"Island",NA,"OWNED","Steve",76,"Highland Park Valkyrie NAS"
"1546","Glenfiddich Project XX","Ash","26/10/2017","NAS",100,740,47,7,"Speyside",NA,"OWNED","Steve",79,"Glenfiddich Project XX NAS"
"1547","Balblair 2005","Steve","30/11/2017","NAS",73,700,46,5,"Highland",NA,"OWNED","Steve",78,"Balblair 2005 NAS"
"1548","Chivas Regal","Ash","30/11/2017","12",105,1750,40,3,"Blend",NA,"OWNED","Steve",76,"Chivas Regal 12"
"1559","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","John",68,"Glen Deveron 20"
"1560","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","John",94,"Glen Mhor (1965) 35"
"1561","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","John",70,"Glenfiddich Select Cask NAS"
"1563","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","John",75,"Glenlivet Master Dist. Reserve NAS"
"1564","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","John",74,"Glenmorangie 10"
"1580","Jura Brooklyn","Steve","28/04/2016","NAS",80,750,42,5,"Island",0.3,"OWNED","John",72,"Jura Brooklyn NAS"
"1606","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","John",65,"Mortlach Rare & Old NAS"
"1609","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","John",80,"Talisker Port Ruighe NAS"
"1610","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","John",79,"Ardbeg 10"
"1616","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","John",72,"Clynelish 14"
"1624","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","John",88,"Glenmorangie Signet NAS"
"1627","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","John",66,"Old Pulteney Noss Head NAS"
"1630","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","John",88,"Talisker Dark Storm NAS"
"1635","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","John",87,"Highland Park Dark Origins NAS"
"1638","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","John",74,"Glenlivet Guardians Chapter NAS"
"1643","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","John",85,"Bunnahabhain  Cruach-Mhona NAS"
"1658","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","John",77,"Glenfarclas 105 Cask Strength NAS"
"1680","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Miles",76,"Arran Malt Robbie Burns NAS"
"1683","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Miles",75,"Balvenie Doublewood 12"
"1684","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Miles",70,"Balvenie Signature 12"
"1685","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Miles",81,"Cardhu 12"
"1686","Cragganmore","Dave","27/09/2012","12",85,750,40,6,"Speyside",0,"EMPTY","Miles",81,"Cragganmore 12"
"1687","Dalmore King Alexander","CLUB (WS1)","19/12/2013","NAS",224,700,40,15,"Highland",NA,"OWNED","Miles",90,"Dalmore King Alexander NAS"
"1688","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Miles",84,"Glen Deveron 20"
"1690","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Miles",72,"Glenfiddich Select Cask NAS"
"1693","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","Miles",73,"Glenmorangie 10"
"1697","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Miles",69,"Jura 10"
"1699","Macduff","CLUB (WS1)","19/12/2013","39",350,750,40,21,"Highland",NA,"OWNED","Miles",89,"Macduff 39"
"1707","Tomintoul","Mike","20/12/2012","10",69,700,40,5,"Speyside",0,"RETIRED","Miles",63,"Tomintoul 10"
"1708","Tormore","Mike","25/10/2012","12",67,1000,40,4,"Speyside",0,"EMPTY","Miles",79,"Tormore 12"
"1710","Auchentoshan Triplewood","Ash","28/11/2013","NAS",75,750,43,5,"Lowland",0,"REPLACE","Miles",78,"Auchentoshan Triplewood NAS"
"1713","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Miles",81,"Bowmore Darkest 15"
"1714","Caol Isla","Ash","25/07/2013","12",80,1000,43,4,"Islay",0.2,"OWNED","Miles",77,"Caol Isla 12"
"1716","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Miles",82,"Dalwhinnie 15"
"1718","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Miles",83,"Glengoyne 15"
"1719","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Miles",82,"Glenkinchie 12"
"1721","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Miles",88,"Glenmorangie Rare 18"
"1722","Highland Park","Steve","30/05/2013","12",68,750,43,5,"Island",0.2,"OWNED","Miles",79,"Highland Park 12"
"1723","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Miles",77,"Jura 16"
"1724","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Miles",77,"Jura Superstition 13"
"1725","Lagavaulin","Andrew","27/06/2013","16",115,750,43,7,"Islay",0,"EMPTY","Miles",83,"Lagavaulin 16"
"1726","Macallan","Mike","29/08/2013","12",93,750,43,6,"Speyside",0.5,"OWNED","Miles",73,"Macallan 12"
"1729","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Miles",76,"Oban 14"
"1731","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Miles",73,"Strathisla 12"
"1736","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Miles",87,"Jura 21"
"1737","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Miles",63,"Smokehead Rock Edition NAS"
"1739","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Miles",82,"Ardbeg 10"
"1740","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Miles",81,"Ardmore NAS"
"1742","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Miles",72,"Aultmore 12"
"1744","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Miles",75,"Bruichladdich 10"
"1745","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Miles",72,"Clynelish 14"
"1748","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Miles",83,"Glendronach 14"
"1752","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Miles",91,"Glenmorangie Signet NAS"
"1754","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Miles",90,"Hazelburn 12"
"1755","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Miles",79,"Jura Prophecy NAS"
"1757","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Miles",78,"Springbank 10"
"1758","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Miles",84,"Talisker 10"
"1766","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Miles",95,"Glenfiddich Snow Phoenix NAS"
"1768","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Miles",87,"Laphoraig Quarter Cask 5.7"
"1772","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Miles",78,"Bunnahabhain  Cruach-Mhona NAS"
"1773","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Miles",94,"Balvenie 1509 Tun NAS"
"1775","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Miles",85,"Ardbeg Alligator NAS"
"1776","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Miles",84,"Glenfiddich Distillers Ed. 15"
"1779","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Miles",81,"Bowmore Laimrig 15"
"1785","Glenlivet Nadurra Triumph","Joss","25/10/2012","16",85,750,58,6,"Speyside",0,"RETIRED","Miles",92,"Glenlivet Nadurra Triumph 16"
"1793","Ancnoc Vintage 2001","?","25/5/2017","15",120,700,46,8,"Speyside",0.5,"OWNED","Miles",78,"Ancnoc Vintage 2001 15"
"1794","Kilchoman Machir Bay","?","25/5/2017","NAS",100,700,46,7,"Islay",0.5,"OWNED","Miles",85,"Kilchoman Machir Bay NAS"
"1795","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Miles",83,"Benriach 1998 Single Cask 15"
"1796","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Miles",81,"Macallan Rare Cask NAS"
"1810","Auchentoshan American Oak","Marian","26/05/2016","NAS",55,750,40,4,"Lowland",0.6,"OWNED","Murilo",81,"Auchentoshan American Oak NAS"
"1818","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","Murilo",94,"Glen Mhor (1965) 35"
"1825","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Murilo",74,"Highland Park Einar NAS"
"1833","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Murilo",93,"Port Ellen Connoissuers Choice (1982) 19"
"1834","Redbreast Irish Whisky","Mike","31/03/2016","12",75,750,40,5,"Ireland",0.5,"OWNED","Murilo",78,"Redbreast Irish Whisky 12"
"1835","Scapa Skiren","Marian","29/09/2016","NAS",80,750,40,5,"Island",0.7,"OWNED","Murilo",82,"Scapa Skiren NAS"
"1842","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Murilo",88,"Bowmore Darkest 15"
"1846","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Murilo",79,"Glenfiddich Bourbon Barrel Reserve 14"
"1857","Nikka Taketsuru Pure Malt","Ash","31/03/2016","NAS",82,750,43,5,"Japan",0.2,"OWNED","Murilo",75,"Nikka Taketsuru Pure Malt NAS"
"1859","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Murilo",83,"Oban Little Bay NAS"
"1862","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Murilo",90,"Yamazaki 12"
"1863","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Murilo",92,"Yamazaki 18"
"1867","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Murilo",80,"Talisker Port Ruighe NAS"
"1876","Craigellaichie","Murilo","29/09/2016","19",150,1000,46,7,"Speyside",NA,"OWNED","Murilo",84,"Craigellaichie 19"
"1882","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","Murilo",90,"Glenmorangie Signet NAS"
"1885","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Murilo",75,"Old Pulteney Noss Head NAS"
"1888","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Murilo",78,"Talisker Dark Storm NAS"
"1889","Tomatin Cubocan","Murilo","26/05/2016","NAS",96,750,46,6,"Highland",0.2,"OWNED","Murilo",77,"Tomatin Cubocan NAS"
"1893","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Murilo",89,"Highland Park Dark Origins NAS"
"1895","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Murilo",92,"Glenfiddich Snow Phoenix NAS"
"1901","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Murilo",82,"Bunnahabhain  Cruach-Mhona NAS"
"1902","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Murilo",90,"Balvenie 1509 Tun NAS"
"1903","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Murilo",88,"Linlithgow Signatory Vintage (1975) 25"
